amfi_code,scheme_name,expense_ratio_pct,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sortino_ratio,max_drawdown,var_95,cvar_95,alpha,beta,r_squared,score_3yr_ret,score_sharpe,score_alpha,score_expense,score_max_dd,composite_score
148567,Mirae Asset Large Cap Fund - Regular - Growth,1.46,0.20360678307711866,0.34162703083309065,0.30949920362874206,1.46250402900308,2.409055982185162,-0.11265729075028275,-0.01355977641751056,-0.017622879905822203,0.2711501636821103,-0.028133312231657468,0.0006504628966354225,97.46797655821148,100.0,88.99041030072672,16.513761467889903,78.71809314306694,82.38734856209895
120504,ICICI Pru Bluechip Fund - Direct - Growth,0.8,0.13064279264417977,0.3314477418812227,0.2327744753273051,1.0405688566490552,1.8299932374310812,-0.12588275606922517,-0.013728193295939772,-0.017494143685606606,0.2120943009940057,0.017025361766949264,0.0002326095961327432,95.26817972258964,78.6679688383316,67.29186303323468,77.06422018348624,76.19782828217555,80.88523458874721
120505,ICICI Pru Midcap Fund - Regular - Growth,1.36,0.29604659337893646,0.31517892672156345,0.3280159948038617,1.1905585963067509,2.047335934410806,-0.18188513572116294,-0.01889178619869274,-0.02434207039551981,0.29301371282563315,-0.017391171743071688,0.00013456215601103733,91.75240487065679,86.25109063037762,97.02360519335548,25.688073394495397,65.52592932366204,78.89901909900307
120843,Kotak Flexicap Fund - Regular - Growth,1.45,0.26657081760850154,0.2969188776792817,0.30883325525154603,1.3194419817117222,2.3872948193012524,-0.1297396816518679,-0.014507941385630474,-0.018381077688017156,0.2727835993505962,-0.008737359353900992,5.0078325050399e-05,87.80631410818366,92.76712573202904,89.5905739330529,17.431192660550455,75.46284665524668,77.61275401668017
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,1.38,0.5323239623092084,0.3244689799394218,0.30099703552874524,1.1043517629506803,1.8469503846584172,-0.16217208574644848,-0.019033535861558825,-0.023455762770703794,0.2723430403957973,-0.011199710059456157,5.7913113987699385e-05,93.7600332784989,81.89267972748786,89.42870195506983,23.853211009174316,69.28247822036593,76.99314977984834
119094,Axis Midcap Fund - Regular - Growth,1.38,0.22261065131342206,0.3533436574912896,0.28192608222062465,1.008625789131447,1.7215395040309869,-0.20960883862039192,-0.018480276243938307,-0.02426005947837057,0.25997054053321056,-0.059868150583866575,0.0015755858459957745,100.0,77.05300389506029,84.88274731372896,23.853211009174316,60.242858176770476,75.84206790556406
148569,Mirae Asset Tax Saver Fund - Regular - Growth,1.6,0.3975176148971702,0.28392401896554875,0.31924485848158723,1.2463441409620546,2.1667572553946624,-0.1639674294693263,-0.017118192655621135,-0.021328305810328105,0.28347336470728673,-0.010201365088271724,5.515933274634076e-05,84.9980581275361,89.07147408008704,93.51825136104297,3.669724770642185,68.94035477980084,73.91543042406758
119551,SBI Bluechip Fund - Regular Plan - Growth,1.54,0.6043734071403091,0.30348209143813354,0.2578492084946409,1.222947214685128,2.166271744040442,-0.1501238549864533,-0.012846228628842571,-0.01639680693408763,0.23219648016717326,-0.05604508562674623,0.0027541234668856736,89.22465844701713,87.88858155742271,74.67788814766298,9.174311926605492,71.57840746656314,72.20910808864056
149323,DSP Midcap Fund - Regular - Growth,1.61,0.21481222193726257,0.2687970659799688,0.29558105232568344,1.1434895599140866,1.893929072818848,-0.17248105753451382,-0.017882076201903473,-0.02260664210042033,0.26583594480787764,0.0034785300797906637,6.361436895535432e-06,81.72904557984015,83.87139294962692,87.03783820739648,2.752293577981634,67.3179848189754,70.03877207143286
119598,SBI Small Cap Fund - Regular Plan - Growth,1.43,0.8277605861507404,0.2607049120756515,0.3239808398464554,0.9533324621776287,1.6895374158843341,-0.2870600572176455,-0.0245070519056771,-0.03059526410880242,0.3011144193310002,0.0742664848380288,0.0014447997312701246,79.98028939104803,74.25750579275585,100.0,19.26605504587156,45.483635725496804,69.99673509493378
119552,SBI Bluechip Fund - Direct Plan - Growth,0.66,0.05706100044974027,0.15731340547715855,0.21508021785499332,0.9677516848309506,1.6342152696671461,-0.11803493502764295,-0.013500970479935082,-0.017335699664199813,0.1982932218749148,-0.01985302504967574,0.0003358456218928238,57.63685164004448,74.9865071349564,62.22101394261067,89.90825688073394,77.69332104017593,69.73745570040226
149324,DSP Small Cap Fund - Regular - Growth,1.52,0.6513871892998797,0.26931964862637314,0.3226210752841656,0.9579170598994395,1.633643228346097,-0.31171900300634214,-0.023483069386777154,-0.03103625202188441,0.2981786893056835,0.13260808824054157,0.004718480122355883,81.84197838461137,74.48929206674613,98.92134203414555,11.009174311926596,40.78458937218123,68.68902002290616
101206,ABSL Frontline Equity Fund - Regular - Growth,1.6,0.4792412023860102,0.28669133034127126,0.23520488754230384,1.0410608155745142,1.8238221245494706,-0.11291596329323073,-0.013281661986281489,-0.017439425687129195,0.2139447485061358,0.03381398454659161,0.0008919748244255924,85.5960883864549,78.69284110264086,67.97176204715689,3.669724770642185,78.66880010839878,67.36372792746427
118632,Nippon India Large Cap Fund - Regular - Growth,1.51,0.339810484550213,0.2256323910129454,0.2403119561352478,1.0959175992660923,1.8745209746203788,-0.17414075086657232,-0.013954045870018117,-0.017618579320162156,0.21728068775563278,0.0364342177314729,0.001097942563225179,72.4009367254708,81.46626862376674,69.19746652748907,11.926605504587148,67.00171112396583,64.4155034171654
118633,Nippon India Large Cap Fund - Direct - Growth,0.72,0.25539980483954094,0.21245440307560015,0.16262218000296524,0.6596198173038668,1.1802639217756734,-0.18629743138595511,-0.013442525143024242,-0.016630178254004827,0.15503795076034138,0.013157652619096521,0.00014630059838860443,69.55310557522967,59.408098339788005,46.32798483211035,84.40366972477065,64.68511552606263,64.11261523525984
125497,HDFC Top 100 Fund - Direct Plan - Growth,0.92,0.2867535802656873,0.18110271740927808,0.19003613208378556,0.7895427197023165,1.3542397613311947,-0.15200013055606398,-0.014591769071140459,-0.018309885328057912,0.1789129568352085,-0.005459316559048836,2.293273651757328e-05,62.77784462662184,65.97668892946437,55.100237479797336,66.05504587155963,71.2208615297358,63.37791615001964
118635,Nippon India ETF Nifty 50 BeES,0.89,0.22493224932249345,0.1940291916548964,0.15945481185082522,0.6803950621402518,1.1645718432365222,-0.1165062450540909,-0.012553697284754662,-0.01617696049480912,0.15160602363545675,-0.013806609371555983,0.00018723446118827953,65.57132237106099,60.45844493158435,45.06701209293983,68.80733944954127,77.98463053520157,61.918974333753695
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,1.52,0.14269394138778924,0.14654294897613962,0.22499840384352243,0.9393621577599311,1.6557875841042122,-0.1527259422823477,-0.014711531333512795,-0.01876476958423089,0.2079171509667248,5.1161967409606524e-05,1.8204687804701851e-09,55.30930044848543,73.551200680732,65.75707743897364,11.009174311926596,71.08254973916644,56.891636913228986
102885,UTI Nifty 50 Index Fund - Regular - Growth,1.57,0.20207703983094838,0.19644846512354808,0.18218826089343754,0.8328147683762688,1.4633559194130312,-0.1085986215250232,-0.01261262882069356,-0.01549040525311211,0.16992711557794749,-0.001884187405463707,3.567128117836107e-06,66.09413984348053,68.16442001050228,51.79862283251639,6.42201834862384,79.49151934651042,56.14152620911763
120507,ICICI Pru Liquid Fund - Regular - Growth,0.74,0.0742505077613469,0.07384828600996673,0.0723241093234459,0.9041623305389642,1.918995139070102,-0.0009773140045925555,-0.00022157351389344714,-0.00037258039979649643,0.06747180157927476,-0.0011254611770458527,0.0008596728948655994,39.59960890561606,71.771581771567,14.154071175602944,82.56880733944953,100.0,55.03891345061459
120503,ICICI Pru Bluechip Fund - Regular - Growth,1.42,0.08489081269294418,0.13981096072029464,0.18771330105513617,0.8125023019488139,1.362304341034919,-0.13897862823061635,-0.01355001716250348,-0.01745055416552432,0.17587937785242744,-0.004111147836045653,1.4515836272022318e-05,53.85448307050603,67.13747038602953,53.98562744869531,20.183486238532108,73.70225889122126,54.13558683230019
102887,UTI Flexi Cap Fund - Regular - Growth,1.64,0.135831349444816,0.24769411664629448,0.16828673461948984,0.632319243278044,1.1112531868716369,-0.21539827112383225,-0.015231617279157872,-0.019411182679158694,0.16179316452470288,0.04011620562000174,0.0010729753227565035,77.16858940397078,58.02784674189172,48.810013177748864,0.0,59.139615080890515,53.333502650303
120506,ICICI Pru Value Discovery Fund - Regular - Growth,1.41,0.4181904829701364,0.1783818890140243,0.17072227512921923,0.6621241011051734,1.1182652693628488,-0.1982565826298267,-0.014388462899080912,-0.01940489860249691,0.16283731486753183,0.04770801520256513,0.0016245231145695653,62.18985957948836,59.534708927355496,49.19365917895791,21.100917431192663,62.40616140844484,52.78512069700035
119093,Axis Bluechip Fund - Direct - Growth,0.75,0.197667410165155,0.20178170681889962,0.07891944369437343,0.14404122210428397,0.245694880564703,-0.21751396370148224,-0.014225516634796053,-0.01748670974901306,0.08329931222337687,-0.008427720099019355,6.014140689379951e-05,67.24668087660328,33.34168013216212,19.969480047903776,81.65137614678899,58.736445473522295,50.62467127497285
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.78,0.15443720834451846,0.11658774841922281,0.11293660210400969,0.31160409740522227,0.5274180707346514,-0.21117279560132118,-0.018365320169601018,-0.02309379305316794,0.12055386350487392,-0.01851286878959151,0.00016847394392971175,48.83582713349213,41.81325754893936,33.657700067312575,78.89908256880733,59.94482814698117,49.664947740764205
120844,Kotak Liquid Fund - Regular - Growth,0.6,0.07120323042122512,0.06702548562464972,0.0691037983940288,0.30425182333434436,0.643569798664919,-0.0011629327956168556,-0.00028479272823556107,-0.00041099591933232505,0.06454601487990588,-7.563158272733993e-05,3.594243149279238e-06,38.12516655815271,41.44154419137766,13.079066627347604,95.41284403669727,99.96462819982071,48.72213876624641
149322,DSP Top 100 Equity Fund - Regular - Growth,1.54,0.1811115252275146,0.17963796293180545,0.13383520958789363,0.4780917280523983,0.7852114290495582,-0.14844576917771746,-0.014473851983792741,-0.018401747612732604,0.13129906992674878,0.014848756863667932,0.0001771802231352034,62.46130363051268,50.23047317280775,37.60574787884635,9.174311926605492,71.8981860600059,47.38312435311643
120841,Kotak Bluechip Fund - Regular - Growth,1.59,0.16837098075385626,0.17203488748597162,0.13522349085511554,0.5092559163430059,0.8887219510725977,-0.1757361416468729,-0.013141782186804063,-0.01636273661834337,0.13068278268538389,0.04167578236653612,0.001586371662998414,60.81823981870585,51.80605984891814,37.37930909312014,4.587155963302736,66.69769102138216,46.03069122309895
